username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat,appversion,sentiment_score,sentiment
User_4094,,"really poor service at such a busy time drivers are ignoring requests for rides in order to get the more expensive option and THEN try and acceptthe ride to attend. while I appreciate times can be busy, to have NO ONE pick up is ridiculous. I have never waited an hr for an uber, even in busy times, since I started using them and this is poor customer service.",2,0,4.555.10003,2024-12-09 21:37:01,,,4.555.10003,-0.8985,negative
User_4098,,"No watch app. I want the ability to order a ride from my watch when I'm out somewhere without my large phone. Pick-up times are very inaccurate - it says 3m, then when I choose an option within 20s it says 14m. App resets my zoom and focused area periodically after I manually change these while waiting for a ride. Very unreliable.",2,17,4.555.10003,2024-12-09 21:21:58,,,4.555.10003,0.4588,positive
User_4109,,Loge it affordable price,5,0,4.555.10003,2024-12-09 21:01:41,,,4.555.10003,0.0,neutral
User_4119,,Very bad app initially showing 461rs and after the trip they asked for 1057rs its worst and disgusting everytime the fare issue arises very bad app use rapido instead 😡👎👎,2,0,4.555.10003,2024-12-09 20:26:35,,,4.555.10003,-0.944,negative
User_4133,,Huge fare rate,1,0,4.555.10003,2024-12-09 19:36:05,,,4.555.10003,0.3182,positive
User_4138,,Thnks for better Price and Service,5,0,4.555.10003,2024-12-09 19:22:07,,,4.555.10003,0.4404,positive
User_4144,,Terrible experience with surge pricing in India. I've never experienced this with an Uber in other countries.,1,0,4.555.10003,2024-12-09 19:12:13,,,4.555.10003,-0.4767,negative
User_4148,,Nice price and time to time drop awesome drive,5,0,4.555.10003,2024-12-09 18:56:02,,,4.555.10003,0.7003,positive
User_4153,,"Convinent and affordable local drivers. Thank you Sahim for the welcoming experience in Auckland, New Zealand (after midnight) and sharing top places to visit.",5,0,4.555.10003,2024-12-09 18:39:13,,,4.555.10003,0.8402,positive
User_4155,,Ok but it showing different prices to customer and driver,2,0,4.554.10001,2024-12-09 18:33:24,,,4.554.10001,0.1531,positive
User_4159,,Fares are miserably unaffordable without coupons of 10% or more.,1,0,4.554.10001,2024-12-09 18:23:45,,,4.554.10001,-0.4767,negative
User_4164,,I am very very satisfied with my Uber service I'm new to Uber. I was faithful to lyfte for like 2 years but there prices were starting to get ridiculous. And I've always waited more then 20 to 30 minutes for my rides. Now with Uber I've never waited more then 10 minutes and really like that getting off of work I didn't enjoy waiting 30 to 45 minutes to go home. Now I'm picked up in 9 minutes or less.,5,1,4.555.10003,2024-12-09 18:11:50,,,4.555.10003,0.2535,positive
User_4166,,"Uber driver cancelled the trip, demanded triple the price and then took me to an ATM and demanded I take out even more money. When I reported this to Uber they offered me a 70 cent refund for the inconvenience. Be careful using this app in some places. The drivers may try to rob you and Uber will do nothing about it.",1,0,,2024-12-09 18:09:17,,,,-0.8617,negative
User_4187,,"One of the best, safe and cheapest transport facility...highly recommended for them who frequently travel via auto.",5,0,4.554.10001,2024-12-09 17:20:39,,,4.554.10001,0.836,positive
User_4214,,"The taxi feature is useless in Mumbai, and the cab ride prices are way overrated.",1,0,4.554.10001,2024-12-09 16:21:40,,,4.554.10001,-0.4215,negative
User_4231,,"Uber cheats passenger while booking one price and when you reach your destination it charges 20rs extra, kindly avoid using uber",1,0,4.555.10003,2024-12-09 15:31:13,,,4.555.10003,-0.4754,negative
User_4236,,Price are Little high,5,0,4.555.10003,2024-12-09 15:21:17,,,4.555.10003,0.0,neutral
User_4245,,Worst Experience while booking auto ride. The driver accepted my trip and made me wait for him and to my shock after reaching he is telling price is less will you give extra money I will come...what kind of brokers you are hiring for jobs ?? Wasting my time seriously?? I need to report this to uber help me how to do that .,1,0,4.555.10003,2024-12-09 15:05:18,,,4.555.10003,-0.7325,negative
User_4250,,Nice app for travelling both long and short distance but one concern is that cabs sometimes are quite too expensive to afford,4,0,,2024-12-09 14:38:39,,,,0.2263,positive
User_4255,,I been having issues with double charges to account after ride hrs later and don't know what's going on just frustrated,1,0,4.555.10003,2024-12-09 14:23:02,,,4.555.10003,-0.6705,negative
User_4257,,"Uber's service has become highly unreliable. Drivers cancel rides frequently, even after long waits. The app shows inflated prices during peak hours, and estimated arrival times are rarely accurate. Customer support is ineffective, providing little to no resolution for issues. The convenience once promised by Uber is now completely missing, leaving users frustrated and disappointed.",1,2,4.555.10003,2024-12-09 14:19:47,,,4.555.10003,-0.9088,negative
User_4261,,You guys are cheated with the customer..my last ride from nayapatty chock mondir to Bananta Water Tank.. when I was book the car showing the price rs 439 and when I came to my destination it's showing rs 498. How come this type of fare...,1,0,4.555.10003,2024-12-09 14:04:20,,,4.555.10003,-0.5106,negative
User_4273,,"Very good in some cities... not good in some... example Guwahati, drivers dont switch on the AC, also the directions are not accurate and they are not used to online payment",3,0,4.555.10003,2024-12-09 13:40:21,,,4.555.10003,0.1991,positive
User_4286,,"Try fast and high fare ,over all best",5,0,,2024-12-09 13:03:07,,,,0.6369,positive
User_4299,,"Lol your CEO should keep eyes in the back of their head with these surge prices, $65 for a 10 minute ride is a bit much don't you think?",1,0,4.555.10003,2024-12-09 12:25:05,,,4.555.10003,0.4215,positive
User_4305,,"Worst app.., the driver change route on its own and the fare just increased when destination reached so and when complain to him he just told that's not his problem",4,0,4.553.10000,2024-12-09 12:05:10,,,4.553.10000,-0.4777,negative
User_4308,,Ride fare and actual fare is very different.,1,0,4.555.10003,2024-12-09 11:52:41,,,4.555.10003,0.0,neutral
User_4309,,Low price and safety,5,0,4.555.10003,2024-12-09 11:52:32,,,4.555.10003,0.1779,positive
User_4314,,Best service and they should think more about the pricing for cab rentals.,4,0,4.553.10000,2024-12-09 11:41:37,,,4.553.10000,0.6369,positive
User_4323,,Fare is higher side most of the day. Otherwise it's good,3,0,4.546.10002,2024-12-09 11:26:09,,,4.546.10002,0.4404,positive
User_4324,,Reliable and low fare,5,0,4.555.10003,2024-12-09 11:22:32,,,4.555.10003,-0.2732,negative
User_4326,,"I booked a auto, initially showed a fare of 61, at payment time, I was charged 120 driver's shows his mobile it shows double amount going to uninstall the app",1,0,4.554.10001,2024-12-09 11:20:29,,,4.554.10001,-0.2023,negative
User_4331,,"Works great, a bit cheaper than others but app has bugs. Update Uber has taken the Uber go from my options. Sent an email requesting they fix it, they told me nothing was wrong. Will not be using the app any more",2,0,4.555.10003,2024-12-09 11:08:24,,,4.555.10003,0.7078,positive
User_4335,,Uber has changed for the WORST over the past recent years. They way over charge every passenger and charge insane surge type prices on riders from the Airports and events all while drastically reducing driver pay and then guilting passengers into feeling the need to tip and tip excessively to supplement the drivers pay FOR UBER who is screwing us BOTH! All put in place and enforced by the above stated pirate screw the customers and drivers billing practices. Uber started as a good idea then..,2,0,4.555.10003,2024-12-09 10:56:15,,,4.555.10003,-0.8573,negative
User_4340,,"The feature to switch mode of payment has been redundant in India since the launch of the app. It is high time that Uber fix this bug. This leads to a high number of cancelations and drivers insisting on going directly without the app to meet their minimum cost. For riders this becomes difficult no one wants to be unfair to the drivers but, this also comes at the cost of safety of the riders.",3,44,4.555.10003,2024-12-09 10:48:34,,,4.555.10003,0.1154,positive
User_4348,,Good price,5,0,4.555.10003,2024-12-09 10:27:23,,,4.555.10003,0.4404,positive
User_4349,,"The fare has been updated up to three times from the regular due to high demand. Having a pickup from Ahmedabad railway station to my home was a bad experience for me. I got a fare of 148/-, but then the fare was raised to 450/- due to high demand. The intention behind this was to deceive customers and make additional income from the situation. Uber is not my recommendation.",1,2,4.555.10003,2024-12-09 10:27:00,,,4.555.10003,-0.7783,negative
User_4401,,1) make it kinda harder to cancel rides by asking you many times. i distinctly remember cancelling a ride only to look at my phone and see that the driver was waiting for me. now I have to pay cancellation fees even tho i cancelled during the matching process before a driver was assigned to me. 2) more expensive that other platforms.,1,1,4.555.10003,2024-12-09 07:34:31,,,4.555.10003,-0.6041,negative
User_4402,,prices are good but we as a customer feel that rider doesn't accept the ride easily.,4,0,4.555.10003,2024-12-09 07:33:24,,,4.555.10003,0.3125,positive
User_4410,,"I hate this company, drivers run a gang to artificially drive up prices and ratings don't do anything. I hate that I have to use this.",1,0,4.555.10003,2024-12-09 06:59:38,,,4.555.10003,-0.8126,negative
User_4418,,"My experience was fine... I was a bit surprised at the cost for one person, however. Diego was a good driver and I tipped him well. I will definitely use Uber again. 😙",5,0,,2024-12-09 06:39:23,,,,0.9467,positive
User_4422,,Vahiyat....not good application....UBER make costumer as fool...no cab or auto come in 20 or 30 min....please use rapido,1,0,4.553.10000,2024-12-09 06:01:41,,,4.553.10000,0.4404,positive
User_4425,,Uber is tripping big time. Booking fees are the same as the fair ride or more. 14 dollars for a booking fee is ridiculous. Price gouging at it's finest. I won't be using Uber anymore.,1,0,4.548.10001,2024-12-09 05:56:30,,,4.548.10001,-0.0516,negative
User_4428,,Too expensive and bad customer service,2,0,4.555.10003,2024-12-09 05:46:51,,,4.555.10003,-0.5423,negative
User_4438,,"A bit expensive, but I can't complain about the service. Good, fast and comfortable. 10/10 definitively.",5,0,,2024-12-09 04:52:25,,,,0.8993,positive
User_4460,,Good but expensive,4,0,4.555.10003,2024-12-09 03:34:36,,,4.555.10003,0.2382,positive
User_4470,,So overpriced,1,0,4.547.10001,2024-12-09 02:57:57,,,4.547.10001,0.0,neutral
User_4474,,Accessibility of cars have deteriorated badly in Joburg...,3,0,4.552.10000,2024-12-09 02:23:14,,,4.552.10000,-0.4767,negative
User_4508,,Good price good cars good drivers.thank you Uber,5,0,4.555.10003,2024-12-09 00:31:15,,,4.555.10003,0.8271,positive
User_4514,,"Uber services have become pathetic over a period of time. The company has just become a money minting service for its promoters. The drivers ask anything over and above the fare. They also provide local uber office location and dare you to approach uber. Even if you approach uber, it just provides funny explanations. After experiencing world class services of uber, I have closed my uber account and returned to good old days of hailing an auto or calling local taxi services.",1,2,4.555.10003,2024-12-09 00:18:13,,,4.555.10003,0.2732,positive
User_4517,,Too much money goes to Uber for the transaction that its very expensive and the drivers don't even get paid that much,1,0,,2024-12-09 00:10:53,,,,0.0,neutral
